panjang badan,-3 SD,-2 SD,-1 SD,Median,+1 SD,+2 SD,+3 SD
100.2,12.0,12.9,14.0,15.2,16.5,18.0,19.6
100.3,12.0,12.9,14.0,15.2,16.5,18.0,19.6
100.4,12.0,12.9,14.0,15.2,16.5,18.0,19.6
100.5,12.1,13.0,14.1,15.3,16.6,18.1,19.8
100.6,12.1,13.0,14.1,15.3,16.6,18.1,19.8
100.7,12.1,13.0,14.1,15.3,16.6,18.1,19.8
100.8,12.1,13.0,14.1,15.3,16.6,18.1,19.8
100.9,12.1,13.0,14.1,15.3,16.6,18.1,19.8
101.0,12.2,13.2,14.2,15.4,16.8,18.3,20.0
101.1,12.2,13.2,14.2,15.4,16.8,18.3,20.0
101.2,12.2,13.2,14.2,15.4,16.8,18.3,20.0
101.3,12.2,13.2,14.2,15.4,16.8,18.3,20.0
101.4,12.2,13.2,14.2,15.4,16.8,18.3,20.0
101.5,12.3,13.3,14.4,15.6,16.9,18.5,20.2
101.6,12.3,13.3,14.4,15.6,16.9,18.5,20.2
101.7,12.3,13.3,14.4,15.6,16.9,18.5,20.2
101.8,12.3,13.3,14.4,15.6,16.9,18.5,20.2
101.9,12.3,13.3,14.4,15.6,16.9,18.5,20.2
102.0,12.4,13.4,14.5,15.7,17.1,18.7,20.4
102.1,12.4,13.4,14.5,15.7,17.1,18.7,20.4
102.2,12.4,13.4,14.5,15.7,17.1,18.7,20.4
102.3,12.4,13.4,14.5,15.7,17.1,18.7,20.4
102.4,12.4,13.4,14.5,15.7,17.1,18.7,20.4
102.5,12.5,13.5,14.6,15.9,17.3,18.8,20.6
102.6,12.5,13.5,14.6,15.9,17.3,18.8,20.6
102.7,12.5,13.5,14.6,15.9,17.3,18.8,20.6
102.8,12.5,13.5,14.6,15.9,17.3,18.8,20.6
102.9,12.5,13.5,14.6,15.9,17.3,18.8,20.6
103.0,12.6,13.6,14.8,16.0,17.4,19.0,20.8
103.1,12.6,13.6,14.8,16.0,17.4,19.0,20.8
103.2,12.6,13.6,14.8,16.0,17.4,19.0,20.8
103.3,12.6,13.6,14.8,16.0,17.4,19.0,20.8
103.4,12.6,13.6,14.8,16.0,17.4,19.0,20.8
103.5,12.7,13.7,14.9,16.2,17.6,19.2,21.0
103.6,12.7,13.7,14.9,16.2,17.6,19.2,21.0
103.7,12.7,13.7,14.9,16.2,17.6,19.2,21.0
103.8,12.7,13.7,14.9,16.2,17.6,19.2,21.0
103.9,12.7,13.7,14.9,16.2,17.6,19.2,21.0
104.0,12.8,13.9,15.0,16.3,17.8,19.4,21.2
104.1,12.8,13.9,15.0,16.3,17.8,19.4,21.2
104.2,12.8,13.9,15.0,16.3,17.8,19.4,21.2
104.3,12.8,13.9,15.0,16.3,17.8,19.4,21.2
104.4,12.8,13.9,15.0,16.3,17.8,19.4,21.2
104.5,12.9,14.0,15.2,16.5,17.9,19.6,21.5
104.6,12.9,14.0,15.2,16.5,17.9,19.6,21.5
104.7,12.9,14.0,15.2,16.5,17.9,19.6,21.5
104.8,12.9,14.0,15.2,16.5,17.9,19.6,21.5
104.9,12.9,14.0,15.2,16.5,17.9,19.6,21.5
105.0,13.0,14.1,15.3,16.6,18.1,19.8,21.7
105.1,13.0,14.1,15.3,16.6,18.1,19.8,21.7
105.2,13.0,14.1,15.3,16.6,18.1,19.8,21.7
105.3,13.0,14.1,15.3,16.6,18.1,19.8,21.7
105.4,13.0,14.1,15.3,16.6,18.1,19.8,21.7
105.5,13.2,14.2,15.4,16.8,18.3,20.0,21.9
105.6,13.2,14.2,15.4,16.8,18.3,20.0,21.9
105.7,13.2,14.2,15.4,16.8,18.3,20.0,21.9
105.8,13.2,14.2,15.4,16.8,18.3,20.0,21.9
105.9,13.2,14.2,15.4,16.8,18.3,20.0,21.9
106.0,13.3,14.4,15.6,16.9,18.5,20.2,22.1
106.1,13.3,14.4,15.6,16.9,18.5,20.2,22.1
106.2,13.3,14.4,15.6,16.9,18.5,20.2,22.1
106.3,13.3,14.4,15.6,16.9,18.5,20.2,22.1
106.4,13.3,14.4,15.6,16.9,18.5,20.2,22.1
106.5,13.4,14.5,15.7,17.1,18.6,20.4,22.4
106.6,13.4,14.5,15.7,17.1,18.6,20.4,22.4
106.7,13.4,14.5,15.7,17.1,18.6,20.4,22.4
106.8,13.4,14.5,15.7,17.1,18.6,20.4,22.4
106.9,13.4,14.5,15.7,17.1,18.6,20.4,22.4
107.0,13.5,14.6,15.9,17.3,18.8,20.6,22.6
107.1,13.5,14.6,15.9,17.3,18.8,20.6,22.6
107.2,13.5,14.6,15.9,17.3,18.8,20.6,22.6
107.3,13.5,14.6,15.9,17.3,18.8,20.6,22.6
107.4,13.5,14.6,15.9,17.3,18.8,20.6,22.6
107.5,13.6,14.7,16.0,17.4,19.0,20.8,22.8
107.6,13.6,14.7,16.0,17.4,19.0,20.8,22.8
107.7,13.6,14.7,16.0,17.4,19.0,20.8,22.8
107.8,13.6,14.7,16.0,17.4,19.0,20.8,22.8
107.9,13.6,14.7,16.0,17.4,19.0,20.8,22.8
108.0,13.7,14.9,16.2,17.6,19.2,21.0,23.1
108.1,13.7,14.9,16.2,17.6,19.2,21.0,23.1
108.2,13.7,14.9,16.2,17.6,19.2,21.0,23.1
108.3,13.7,14.9,16.2,17.6,19.2,21.0,23.1
108.4,13.7,14.9,16.2,17.6,19.2,21.0,23.1
108.5,13.8,15.0,16.3,17.8,19.4,21.2,23.3
108.6,13.8,15.0,16.3,17.8,19.4,21.2,23.3
108.7,13.8,15.0,16.3,17.8,19.4,21.2,23.3
108.8,13.8,15.0,16.3,17.8,19.4,21.2,23.3
108.9,13.8,15.0,16.3,17.8,19.4,21.2,23.3
109.0,14.0,15.1,16.5,17.9,19.6,21.4,23.6
109.1,14.0,15.1,16.5,17.9,19.6,21.4,23.6
109.2,14.0,15.1,16.5,17.9,19.6,21.4,23.6
109.3,14.0,15.1,16.5,17.9,19.6,21.4,23.6
109.4,14.0,15.1,16.5,17.9,19.6,21.4,23.6
109.5,14.1,15.3,16.6,18.1,19.8,21.7,23.8
109.6,14.1,15.3,16.6,18.1,19.8,21.7,23.8
109.7,14.1,15.3,16.6,18.1,19.8,21.7,23.8
109.8,14.1,15.3,16.6,18.1,19.8,21.7,23.8
109.9,14.1,15.3,16.6,18.1,19.8,21.7,23.8
110.0,14.2,15.4,16.8,18.3,20.0,21.9,24.1
110.1,14.2,15.4,16.8,18.3,20.0,21.9,24.1
110.2,14.2,15.4,16.8,18.3,20.0,21.9,24.1
110.3,14.2,15.4,16.8,18.3,20.0,21.9,24.1
110.4,14.2,15.4,16.8,18.3,20.0,21.9,24.1
